,,table 1,,,table 2,,,,,table 3,
,,rule octect,rule number,,ruleoctect parent,rulenumber parent,ruleoctect child,rulenuber child,,rulenumber parent,rulenuber child
,,,,,01100101,101,11111111,255,,101,255
,,,,,01100110,102,01100110,102,,102,102
,,,,,01100110,102,01100111,103,,102,103
,,,,,01100110,102,01101110,110,,102,110
,,,,,01100110,102,01101111,111,,102,111
,,,,,01100110,102,01110110,118,,102,118
,,,,,01100110,102,01110111,119,,102,119
,,,,,01100110,102,01111110,126,,102,126
,,,,,01100110,102,01111111,127,,102,127
,,,,,01100110,102,11100110,230,,102,230
,,,,,01100110,102,11100111,231,,102,231
,,,,,01100110,102,11101110,238,,102,238
,,,,,01100110,102,11101111,239,,102,239
,,,,,01100110,102,11110110,246,,102,246
,,,,,01100110,102,11110111,247,,102,247
,,,,,01100110,102,11111110,254,,102,254
,,,,,01100110,102,11111111,255,,102,255
,,,,,01100111,103,01100111,103,,103,103
,,,,,01100111,103,01101111,111,,103,111
,,,,,01100111,103,01110111,119,,103,119
,,,,,01100111,103,01111111,127,,103,127
,,,,,01100111,103,11100111,231,,103,231
,,,,,01100111,103,11101111,239,,103,239
,,,,,01100111,103,11110111,247,,103,247
,,,,,01100111,103,11111111,255,,103,255
,,,,,01101000,104,01101000,104,,104,104
,,,,,01101000,104,01101001,105,,104,105
,,,,,01101000,104,01101010,106,,104,106
,,,,,01101000,104,01101011,107,,104,107
,,,,,01101000,104,01101100,108,,104,108
,,,,,01101000,104,01101101,109,,104,109
,,,,,01101000,104,01101110,110,,104,110
,,,,,01101000,104,01101111,111,,104,111
,,,,,01101000,104,01111000,120,,104,120
,,,,,01101000,104,01111001,121,,104,121
,,,,,01101000,104,01111010,122,,104,122
,,,,,01101000,104,01111011,123,,104,123
,,,,,01101000,104,01111100,124,,104,124
,,,,,01101000,104,01111101,125,,104,125
,,,,,01101000,104,01111110,126,,104,126
,,,,,01101000,104,01111111,127,,104,127
,,,,,01101000,104,11101000,232,,104,232
,,,,,01101000,104,11101001,233,,104,233
,,,,,01101000,104,11101010,234,,104,234
,,,,,01101000,104,11101011,235,,104,235
,,,,,01101000,104,11101100,236,,104,236
,,,,,01101000,104,11101101,237,,104,237
,,,,,01101000,104,11101110,238,,104,238
,,,,,01101000,104,11101111,239,,104,239
,,,,,01101000,104,11111000,248,,104,248
,,,,,01101000,104,11111001,249,,104,249
,,,,,01101000,104,11111010,250,,104,250
,,,,,01101000,104,11111011,251,,104,251
,,,,,01101000,104,11111100,252,,104,252
,,,,,01101000,104,11111101,253,,104,253
,,,,,01101000,104,11111110,254,,104,254
,,,,,01101000,104,11111111,255,,104,255
,,,,,01101001,105,01101001,105,,105,105
,,,,,01101001,105,01101011,107,,105,107
,,,,,01101001,105,01101101,109,,105,109
,,,,,01101001,105,01101111,111,,105,111
,,,,,01101001,105,01111001,121,,105,121
,,,,,01101001,105,01111011,123,,105,123
,,,,,01101001,105,01111101,125,,105,125
,,,,,01101001,105,01111111,127,,105,127
,,,,,01101001,105,11101001,233,,105,233
,,,,,01101001,105,11101011,235,,105,235
,,,,,01101001,105,11101101,237,,105,237
,,,,,01101001,105,11101111,239,,105,239
,,,,,01101001,105,11111001,249,,105,249
,,,,,01101001,105,11111011,251,,105,251
,,,,,01101001,105,11111101,253,,105,253
,,,,,01101001,105,11111111,255,,105,255
,,,,,01101010,106,01101010,106,,106,106
,,,,,01101010,106,01101011,107,,106,107
,,,,,01101010,106,01101110,110,,106,110
,,,,,01101010,106,01101111,111,,106,111
,,,,,01101010,106,01111010,122,,106,122
,,,,,01101010,106,01111011,123,,106,123
,,,,,01101010,106,01111110,126,,106,126
,,,,,01101010,106,01111111,127,,106,127
,,,,,01101010,106,11101010,234,,106,234
,,,,,01101010,106,11101011,235,,106,235
,,,,,01101010,106,11101110,238,,106,238
,,,,,01101010,106,11101111,239,,106,239
,,,,,01101010,106,11111010,250,,106,250
,,,,,01101010,106,11111011,251,,106,251
,,,,,01101010,106,11111110,254,,106,254
,,,,,01101010,106,11111111,255,,106,255
,,,,,01101011,107,01101011,107,,107,107
,,,,,01101011,107,01101111,111,,107,111
,,,,,01101011,107,01111011,123,,107,123
,,,,,01101011,107,01111111,127,,107,127
,,,,,01101011,107,11101011,235,,107,235
,,,,,01101011,107,11101111,239,,107,239
,,,,,01101011,107,11111011,251,,107,251
,,,,,01101011,107,11111111,255,,107,255
,,,,,01101100,108,01101100,108,,108,108
,,,,,01101100,108,01101101,109,,108,109
,,,,,01101100,108,01101110,110,,108,110
,,,,,01101100,108,01101111,111,,108,111
,,,,,01101100,108,01111100,124,,108,124
,,,,,01101100,108,01111101,125,,108,125
,,,,,01101100,108,01111110,126,,108,126
,,,,,01101100,108,01111111,127,,108,127
,,,,,01101100,108,11101100,236,,108,236
,,,,,01101100,108,11101101,237,,108,237
,,,,,01101100,108,11101110,238,,108,238
,,,,,01101100,108,11101111,239,,108,239
,,,,,01101100,108,11111100,252,,108,252
,,,,,01101100,108,11111101,253,,108,253
,,,,,01101100,108,11111110,254,,108,254
,,,,,01101100,108,11111111,255,,108,255
,,,,,01101101,109,01101101,109,,109,109
,,,,,01101101,109,01101111,111,,109,111
,,,,,01101101,109,01111101,125,,109,125
,,,,,01101101,109,01111111,127,,109,127
,,,,,01101101,109,11101101,237,,109,237
,,,,,01101101,109,11101111,239,,109,239
,,,,,01101101,109,11111101,253,,109,253
,,,,,01101101,109,11111111,255,,109,255
,,,,,01101110,110,01101110,110,,110,110
,,,,,01101110,110,01101111,111,,110,111
,,,,,01101110,110,01111110,126,,110,126
,,,,,01101110,110,01111111,127,,110,127
,,,,,01101110,110,11101110,238,,110,238
,,,,,01101110,110,11101111,239,,110,239
,,,,,01101110,110,11111110,254,,110,254
,,,,,01101110,110,11111111,255,,110,255
,,,,,01101111,111,01101111,111,,111,111
,,,,,01101111,111,01111111,127,,111,127
,,,,,01101111,111,11101111,239,,111,239
,,,,,01101111,111,11111111,255,,111,255
,,,,,01110000,112,01110000,112,,112,112
,,,,,01110000,112,01110001,113,,112,113
,,,,,01110000,112,01110010,114,,112,114
,,,,,01110000,112,01110011,115,,112,115
,,,,,01110000,112,01110100,116,,112,116
,,,,,01110000,112,01110101,117,,112,117
,,,,,01110000,112,01110110,118,,112,118
,,,,,01110000,112,01110111,119,,112,119
,,,,,01110000,112,01111000,120,,112,120
,,,,,01110000,112,01111001,121,,112,121
,,,,,01110000,112,01111010,122,,112,122
,,,,,01110000,112,01111011,123,,112,123
,,,,,01110000,112,01111100,124,,112,124
,,,,,01110000,112,01111101,125,,112,125
,,,,,01110000,112,01111110,126,,112,126
,,,,,01110000,112,01111111,127,,112,127
,,,,,01110000,112,11110000,240,,112,240
,,,,,01110000,112,11110001,241,,112,241
,,,,,01110000,112,11110010,242,,112,242
,,,,,01110000,112,11110011,243,,112,243
,,,,,01110000,112,11110100,244,,112,244
,,,,,01110000,112,11110101,245,,112,245
,,,,,01110000,112,11110110,246,,112,246
,,,,,01110000,112,11110111,247,,112,247
,,,,,01110000,112,11111000,248,,112,248
,,,,,01110000,112,11111001,249,,112,249
,,,,,01110000,112,11111010,250,,112,250
,,,,,01110000,112,11111011,251,,112,251
,,,,,01110000,112,11111100,252,,112,252
,,,,,01110000,112,11111101,253,,112,253
,,,,,01110000,112,11111110,254,,112,254
,,,,,01110000,112,11111111,255,,112,255
,,,,,01110001,113,01110001,113,,113,113
,,,,,01110001,113,01110011,115,,113,115
,,,,,01110001,113,01110101,117,,113,117
,,,,,01110001,113,01110111,119,,113,119
,,,,,01110001,113,01111001,121,,113,121
,,,,,01110001,113,01111011,123,,113,123
,,,,,01110001,113,01111101,125,,113,125
,,,,,01110001,113,01111111,127,,113,127
,,,,,01110001,113,11110001,241,,113,241
,,,,,01110001,113,11110011,243,,113,243
,,,,,01110001,113,11110101,245,,113,245
,,,,,01110001,113,11110111,247,,113,247
,,,,,01110001,113,11111001,249,,113,249
,,,,,01110001,113,11111011,251,,113,251
,,,,,01110001,113,11111101,253,,113,253
,,,,,01110001,113,11111111,255,,113,255
,,,,,01110010,114,01110010,114,,114,114
,,,,,01110010,114,01110011,115,,114,115
,,,,,01110010,114,01110110,118,,114,118
,,,,,01110010,114,01110111,119,,114,119
,,,,,01110010,114,01111010,122,,114,122
,,,,,01110010,114,01111011,123,,114,123
,,,,,01110010,114,01111110,126,,114,126
,,,,,01110010,114,01111111,127,,114,127
,,,,,01110010,114,11110010,242,,114,242
,,,,,01110010,114,11110011,243,,114,243
,,,,,01110010,114,11110110,246,,114,246
,,,,,01110010,114,11110111,247,,114,247
,,,,,01110010,114,11111010,250,,114,250
,,,,,01110010,114,11111011,251,,114,251
,,,,,01110010,114,11111110,254,,114,254
,,,,,01110010,114,11111111,255,,114,255
,,,,,01110011,115,01110011,115,,115,115
,,,,,01110011,115,01110111,119,,115,119
,,,,,01110011,115,01111011,123,,115,123
,,,,,01110011,115,01111111,127,,115,127
,,,,,01110011,115,11110011,243,,115,243
,,,,,01110011,115,11110111,247,,115,247
,,,,,01110011,115,11111011,251,,115,251
,,,,,01110011,115,11111111,255,,115,255
,,,,,01110100,116,01110100,116,,116,116
,,,,,01110100,116,01110101,117,,116,117
,,,,,01110100,116,01110110,118,,116,118
,,,,,01110100,116,01110111,119,,116,119
,,,,,01110100,116,01111100,124,,116,124
,,,,,01110100,116,01111101,125,,116,125
,,,,,01110100,116,01111110,126,,116,126
,,,,,01110100,116,01111111,127,,116,127
,,,,,01110100,116,11110100,244,,116,244
,,,,,01110100,116,11110101,245,,116,245
,,,,,01110100,116,11110110,246,,116,246
,,,,,01110100,116,11110111,247,,116,247
,,,,,01110100,116,11111100,252,,116,252
,,,,,01110100,116,11111101,253,,116,253
,,,,,01110100,116,11111110,254,,116,254
,,,,,01110100,116,11111111,255,,116,255
,,,,,01110101,117,01110101,117,,117,117
,,,,,01110101,117,01110111,119,,117,119
,,,,,01110101,117,01111101,125,,117,125
,,,,,01110101,117,01111111,127,,117,127
,,,,,01110101,117,11110101,245,,117,245
,,,,,01110101,117,11110111,247,,117,247
,,,,,01110101,117,11111101,253,,117,253
,,,,,01110101,117,11111111,255,,117,255
,,,,,01110110,118,01110110,118,,118,118
,,,,,01110110,118,01110111,119,,118,119
,,,,,01110110,118,01111110,126,,118,126
,,,,,01110110,118,01111111,127,,118,127
,,,,,01110110,118,11110110,246,,118,246
,,,,,01110110,118,11110111,247,,118,247
